procedure_name,is_mandatory,procedure_description,procedure_id,parameter_mapping
Acoustic Startle and Pre-pulse Inhibition (PPI),1,"The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.",1,35596
Acoustic Startle and Pre-pulse Inhibition (PPI),1,"The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.",1,35597
Acoustic Startle and Pre-pulse Inhibition (PPI),1,"The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.",1,35598
Acoustic Startle and Pre-pulse Inhibition (PPI),1,"The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.",1,35599
Acoustic Startle and Pre-pulse Inhibition (PPI),1,"The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.",1,35600
Acoustic Startle and Pre-pulse Inhibition (PPI),1,"The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.",1,35601
Acoustic Startle and Pre-pulse Inhibition (PPI),1,"The acoustic startle response is characterized by an exaggerated flinching response to an unexpected strong auditory stimulus (pre-pulse). This response can be attenuated when it is preceded by a weaker stimulus (pre-pulse) and is the principle underlying pre-pulse inhibition (PPI). PPI has been described in numerous species, including mice and humans and provides an operational measure of sensorimotor gating reflecting the ability of an animal to successfully integrate and inhibit sensory information. Several clinical studies have shown that a number of human disorders have impaired PPI including: schizophrenia, Huntington&rsquo;s disease, fragile X syndrome, and autism. The acoustic startle and PPI paradigm is therefore largely used to assess sensorimotor gating and the effects of a number of treatment modalities such as putative anti-psychotics, and to explore genetic and neurobiological mechanisms underlying behaviors of relevance to psychosis (Geyer, 1999; Ouagazzal et al., 2001).Ontological description: MP:0002067 - abnormal sensory capabilities/reflexes/nociception.",1,35602
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27568
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27569
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27570
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27571
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27572
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27573
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27574
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27575
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27576
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27577
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27578
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27579
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27580
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27581
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27582
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27583
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27584
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27585
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27586
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27587
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27588
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27589
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27590
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27591
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27592
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27593
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27594
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27595
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27596
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27597
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27598
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27599
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27600
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27601
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27602
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27603
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27604
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27605
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27606
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27607
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27608
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27609
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27610
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27611
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27612
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27613
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27614
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27615
Adult LacZ,0,"To stain adult mutant  and control tissues for bacterial beta-galactosidase (LacZ) activity in order to assess the adult organ, tissue, substructure and cell type of gene expression of IKMC alleles utilizing a LacZ reporter.  Description: Adult mouse tissues are scored for presence of LacZ staining which is distinct from either nonspecific staining observed in wildtype control mice, or is too faint to score as present.  Intensity of staining is not required but can be reported.   Anatomical terms to localize staining to the organ, structure, substructure, or cell type will use standard mouse anatomy ontology terms.",2,27616
